"SERVER";"TYPE 1";"MODEL";"MARQUE";"TYPE 2";"APP";"VSI";"Criticit?";"DEPART";"RESP";"SITE";"Powerstate";"OS EDITOR";"OS VERSION";"Creation date";"Primary IP Address";"IDRAC / ILO";"Host";"Garantie"
"CNCRM03";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"CRM";;"Basse";"APPLI";"RANGIRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.233";;"Cluster Pekin";
"CNCRM91";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"CRM";;"Basse";"APPLI";"RANGIRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.236";;"Cluster Pekin";
"CNCRM92";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"CRM";;"Basse";"APPLI";"RANGIRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.237";;"Cluster Pekin";
"CNCRM93";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"CRM";;"Basse";"APPLI";"RANGIRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.211";;"Cluster Pekin";
"CNDPM01";"PHYSICALSTAGO";"Dell Poweredge R730";"DELL";"STAGO - ONPREM";"DPM";;"Basse";"PROD";"WKS";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"?";"172.31.10.15";;"10/12/2019 00:00:00"
"CNFAC08";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"09/04/2021 15:18:54";"172.20.162.5";;"Cluster Pekin";
"CNFAC21";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AD";;"Basse";"PROD";"INFRA";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"30/03/2022 16:25:15";"172.20.162.243";;"cnfac99.cn.stago.grp";
"CNFAC99";"PHYSICALSTAGO";"PowerEdge R730";"DELL";"STAGO - ONPREM";"ESX";"Non";"Basse";"PROD";"INFRA";"CHINA/TIANJIN";"D?commissionn?";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.162.66";"172.20.162.67";;"09/11/2020 00:00:00"
"CNFOR01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Decom bient?t";;"Basse";"PROD";"LI";"CHINA/BEIJING";"D?commissionn?";"Linux";"CentOS 4/5 (64-bit)";"01/01/1970 01:00:00";"?";;"Cluster Pekin";
"CNGPS01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"GPS";;"Basse";"PROD";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.70.192";;"Cluster Pekin";
"CNMDM01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MDM";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"D?commissionn?";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"01/01/1970 01:00:00";;;"Cluster Pekin";
"CNMSG20";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MSG";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"169.254.1.68";;"Cluster Pekin";
"CNMSG21";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MSG";;"Basse";"PROD";"INFRA";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"169.254.2.26";;"cnfac99.cn.stago.grp";
"CNMSG22";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SKYPE";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.244";;"Cluster Pekin";
"CNMSG23";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SKYPE";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.70.38";;"Cluster Pekin";
"CNMSG24";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SKYPE";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.206";;"Cluster Pekin";
"CNMSG25";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"GFIMAILARCHIVER";;"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/01/1970 01:00:00";"172.31.161.207";;"Cluster Pekin";
"CNMSG50";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"ARR";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.70.44";;"Cluster Pekin";
"CNMSG51";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"ARR";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.70.45";;"Cluster Pekin";
"CNMSG60";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DOMINO";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.208";;"Cluster Pekin";
"CNMSG61";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DOMINO";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.249";;"Cluster Pekin";
"CNNAC01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"NAC";;"Basse";"RSO";"OUDIN";"CHINA/BEIJING";"On";"Linux Managed";"0";"30/12/1899 00:00:00";;;"Cluster Pekin";
"CNNLB01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"KEMP";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Linux Managed";"SUSE Linux (64-bit)";"01/01/1970 01:00:00";"172.31.93.101";;"Cluster Pekin";
"CNNLB02";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"KEMP";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Linux Managed";"SUSE Linux (64-bit)";"01/01/1970 01:00:00";"172.31.93.102";;"Cluster Pekin";
"CNPACK01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PACK";"Non";"Basse";"INFRA";"RAYMOND";"FRANCE/ASNI?RES";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"24/05/2022 10:27:14";"172.31.108.83";;"frspresx002.stago.grp";
"CNPACK11";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PACK";"Non";"Basse";"INFRA";"RAYMOND";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"20/05/2022 15:24:26";"172.31.160.112";;"Cluster Pekin";
"CNPACK12";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PACK";"Non";"Basse";"PROD";"WKS";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows 10 (64-bit)";"21/05/2022 00:29:08";"172.31.164.68";;"cnfac99.cn.stago.grp";
"CNPBX01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AUTOCOM";;"Basse";"RSO";"LAMBERT";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";;;"Cluster Pekin";
"CNPEK05";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"REPORT";;"Basse";"APPLI";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"27/04/2022 10:23:42";"172.31.161.219";;"Cluster Pekin";
"CNPEK06";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SCALA";;"Basse";"APPLI";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2008 (32-bit)";"01/01/1970 01:00:00";"172.20.161.165";;"Cluster Pekin";
"CNPEK08";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/01/1970 01:00:00";"172.31.161.217";;"Cluster Pekin";
"CNPEK12";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"OODRIVE";;"Basse";"PROD";"LI";"CHINA/BEIJING";"D?commissionn?";"Linux";"CentOS 4/5 (64-bit)";"01/01/1970 01:00:00";"172.31.70.190";;"Cluster Pekin";
"CNPEK21";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AD - DC";;"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.20.161.243";;"Cluster Pekin";
"CNPEK90";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"AD - DC";;"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/04/2022 09:42:18";"172.20.161.244";;"Cluster Pekin";
"CNPEK96";"PHYSICALSTAGO";"PowerEdge R730";"DELL";"STAGO - ONPREM";"ESX";"Non";"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.160.245";"172.20.161.67";;"18/02/2023 00:00:00"
"CNPEK98";"PHYSICALSTAGO";"PowerEdge R730";"DELL";"STAGO - ONPREM";"ESX";"Non";"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.160.241";"172.20.161.69";;"15/11/2022 00:00:00"
"CNPEK99";"PHYSICALSTAGO";"PowerEdge R730";"DELL";"STAGO - ONPREM";"ESX";"Non";"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.160.240";;;"?"
"CNPEKFW01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FW";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"01/01/1970 01:00:00";"172.20.161.241";;"Cluster Pekin";
"CNPEKFWMGT";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FW";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Linux Managed";"Other Linux (64-bit)";"01/01/1970 01:00:00";"172.31.160.10";;"Cluster Pekin";
"CNPKI02";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PKI";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";;;"Cluster Pekin";
"CNPRX02";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRX";;"Basse";"APPLI";"BOQUET";"CHINA/BEIJING";"D?commissionn?";"Linux";"CentOS 6 (64-bit)";"01/01/1970 01:00:00";"172.31.93.221";;"Cluster Pekin";
"CNSAN01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"VSAN";;"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.239";;"Cluster Pekin";
"CNSCM01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"14/04/2022 17:30:18";"172.31.160.122";;"Cluster Pekin";
"CNSCM11";"PHYSICALSTAGO";"DELL";"Optiplex 7050";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"CHINA/TIANJIN";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"26/04/2022 16:57:55";"172.31.162.144";;;
"CNSCM12";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"CHINA/TIANJIN
";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"06/03/2023 16:57:55";"172.31.162.225
";;"Cluster Pekin";
"CNSDVWEB001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"IT DEV";;"Basse";"PROD";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/01/1970 01:00:00";"172.31.161.199";;"Cluster Pekin";
"CNSEC02";"VMSTAGO";;;"STAGO - ONPREM";"PROXY";;;"RSO";"ADE";"CHINA/BEIJING";"D?commissionn?";;"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.160.210";;"Cluster Pekin";
"CNSEC07";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"VARONIS";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.161.213";;"Cluster Pekin";
"CNSPR365001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PROXY";"Non";"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Linux";"Other (64-bit)";"19/10/2022 13:28:22";;;"Cluster Pekin";
"CNSPRADC001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DC";"Non";"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"24/03/2022 18:23:52";"172.20.220.16";;"172.17.20.57";
"CNSPRAT1001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Admin";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"30/05/2023 00:00:00";"172.31.161.254";;"Cluster Pekin";
"CNSPRAT2001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Admin";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"30/05/2023 00:00:00";"172.31.160,250";;"Cluster Pekin";
"CNSPRATA001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Admin";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"30/05/2023 00:00:00";"172.20.161.75";;"Cluster Pekin";
"CNSPRATB001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Admin";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"30/05/2023 00:00:00";"172.20.161.238";;"Cluster Pekin";
"CNSPRATI001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Admin";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"30/05/2023 00:00:00";"172.20.160.126";;"Cluster Pekin";
"CNSPRATL001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"Admin";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"30/05/2023 00:00:00";"172.20.161.190";;"Cluster Pekin";
"CNSPRBCK001";"PHYSICALSTAGO";"Dell Poweredge R540";"DELL";"STAGO - ONPREM";"BCK";"Non";"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.20.161.226";"172.20.161.70";;"11/10/2026 00:00:00"
"CNSPRBCK002";"PHYSICALSTAGO";"Del Poweredge R730";"DELL";"STAGO - ONPREM";"BCK";"Non";"Basse";"INFRA";"GUINNEBAULT";"CHINA/TIANJIN";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.20.162.226";"172.20.162.68";;"27/04/2023 00:00:00"
"CNSPRCEN001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.160.238";;"Cluster Pekin";
"CNSPRCEN013";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.20.164.230";;"Cluster Pekin";
"CNSPRDHC001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"16/04/2022 16:37:16";"172.20.161.250";;"Cluster Pekin";
"CNSPRDHC002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"RSO";"ADE";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"16/04/2022 17:40:08";"172.20.162.250";;"Cluster Pekin";
"CNSPRESX001";"PHYSICALSTAGO";"PowerEdge R640";"DELL";"STAGO - ONPREM";"ESX";"Non";"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"VMWARE";"7.0";"08/05/2023 00:00:00";"172.20.161.71";"172.20.161.72";"Cluster Pekin";"15/04/2028 00:00:00"
"CNSPRESX002";"PHYSICALSTAGO";"PowerEdge R640";"DELL";"STAGO - ONPREM";"ESX";"Non";"Basse";"INFRA";"GUINNEBAULT";"CHINA/BEIJING";"On";"VMWARE";"7.0";"08/05/2023 00:00:00";"172.20.161.73";"172.20.161.74";"Cluster Pekin";"15/04/2028 00:00:00"
"CNSPRFRW002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"A decom - Loic";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"05/04/2022 18:52:38";"172.31.5.115";;"Cluster Pekin";
"CNSPRFTP101";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"FTP";;"Basse";"PROD";"INFRA";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"09/04/2021 15:18:54";"172.20.162.8";;"cnfac99.cn.stago.grp";
"CNSPRHRP002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"RH";;"Basse";"APPLI";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/04/2021 16:21:11";"172.31.161.204";;"Cluster Pekin";
"CNSPRMFP001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"INFRA";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.161.201";;"Cluster Pekin";
"CNSPRMSG001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MSG";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"01/06/2022 10:21:55";"172.20.160.242";;"Cluster Pekin";
"CNSPRMSG002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MSG";;"Basse";"PROD";"INFRA";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"09/04/2021 15:18:54";"172.20.163.242";;"Cluster Pekin";
"CNSPRMSG003";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"MSG";"Non";"Basse";"INFRA";"NAGUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"20/04/2023 15:18:54";"172.20.160.243";;"Cluster Pekin";
"CNSPRNAC001";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"NAC";"?";"?";"RSO";"OUDIN";"CHINA/BEIJING";"?";"?";"Other 4.x Linux (64-bit)";"?";"?";"?";"?";"?"
"CNSPRNET006";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"?";"Non";"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";;;"Cluster Pekin";
"CNSPRPBX01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PBX";"Non";"Basse";"PROD";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"05/01/2023 00:00:00";"172.20.162.71";;"Cluster Pekin";
"CNSPRPKI002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PKI";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"16/04/2022 13:16:35";"172.20.161.252";;"Cluster Pekin";
"CNSPRPR8001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PR8";;"Basse";"APPLI";"LOYAU";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.161.221";;"Cluster Pekin";
"CNSPRPRN001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"INFRA";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"30/03/2022 13:40:18";"172.31.161.10";;"Cluster Pekin";
"CNSPRPRN002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRINTER";;"Basse";"INFRA";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"16/04/2022 17:42:10";"172.20.162.10";;"Cluster Pekin";
"CNSPRPRX001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRX";"Non";"Basse";"APPLI";"BOQUET";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.161.246";;"Cluster Pekin";
"CNSPRPRX002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PRX";"Non";"Basse";"APPLI";"BOQUET";"CHINA/BEIJING";"On";"Linux";"CentOS 4/5 (64-bit)";"01/01/1970 01:00:00";"169.254.254.130";;"Cluster Pekin";
"CNSPRRS0001";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"Poste de travail pour admin";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"16/04/2022 17:42:10";"172.20.162.10";;"Cluster Pekin";
"CNSPRRSO001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"ADMIN RSO";"?";"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"?";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.10.42";;"Cluster Pekin";"?"
"CNSPRSEC003";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"TIE McAfee";;"Basse";"RSO";"ADE";"CHINA/BEIJING";"D?commissionn?";"Linux";"Other 3.x or later Linux (64-bit)";"27/01/2022 10:06:09";"172.31.160.60";;"Cluster Pekin";
"CNSPRVPX001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"VEEAM";"Non";"Basse";"PROD";"INFRA";"CHINA/BEIJING";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019";"05/01/2023 00:00:00";"172.20.162.71";;"Cluster Pekin";
"CNSPRVSC001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"VSC";"Non";"Basse";"INFRA";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019";"29/05/2023 00:00:00";"172.31.161.11";;"Cluster Pekin";
"CNSPRWEB001";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"WEB";;"Basse";"APPLI";"LI";"CHINA/BEIJING";"Off";;;;;;;
"CNSPRWEB002";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"REPORT";"Non";"Basse";"APPLI";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"27/04/2022 10:23:42";"172.31.161.218";;"Cluster Pekin";
"CNSPRWSU001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"WSUS";"Non";"Basse";"NEURONES";"NEURONES";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2022";"18/11/2022 00:00:00";"172.31.161.22";;"Cluster Pekin";
"CNSQL01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.161.169";;"Cluster Pekin";
"CNSTSIVR001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"IVR";;"Basse";"APPLI";"LI";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/04/2021 16:21:11";"172.31.161.9";;"Cluster Pekin";
"CNSTSOCS001";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"OCS";;"Basse";"INFRA";"DEPARIS";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.10.42";;"Cluster Pekin";
"CNVSC01";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"?";;"Basse";"PROD";"INFRA";"CHINA/TIANJIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.20.162.11";;"cnfac99.cn.stago.grp";
"CNWPRADM001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"ADM";"Non";"Basse";"RSO";"ADE";"CHINA/BEIJING";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"02/06/2022 14:06:54";"172.31.160.204";;"Cluster Pekin";
