"SERVER";"TYPE 1";"MODEL";"MARQUE";"TYPE 2";"APP";"VSI";"Criticit?";"DEPART";"RESP";"SITE";"Powerstate";"OS EDITOR";"OS VERSION";"Creation date";"Primary IP Address";"IDRAC / ILO";"Host";"Garantie"
"FRSPRBCK010";"PHYSICALSTAGO";"Dell Poweregde R450";"DELL";"STAGO - ONPREM";"BCK";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/CASTRIES";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"04/10/2022 00:00:00";"172.20.134.227";"172.20.134.134";;"30/08/2027 00:00:00"
"FRSPRBGA001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BGM - Wifi guest IDF";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 8 (32-bit)";"18/03/2021 16:33:50";"172.16.0.18";;"172.17.20.64";"13/01/2027 00:00:00"
"FRSPRBI4001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"05/09/2022 09:52:14";"172.31.215.229";;"172.17.20.63";"30/08/2027 00:00:00"
"FRSPRBZT001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BIZTALK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.100";;"172.17.20.58";
"FRSPRBZT002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BIZTALK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.101";;"172.17.20.56";"18/03/2016 00:00:00"
"FRSPRCAM001";"PHYSICALSTAGO";"Dell Poweredge R540";"DELL";"STAGO - ONPREM";"CAMERA";;"Basse";"RSO";"LAMBERT";"FRANCE/TAVERNY/TAVERNY/Etage 01";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.31.203.229";"172.31.203.228";;"28/08/2024 00:00:00"
"FRSPRCEN001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.50";;"172.17.20.59";
"FRSPRCEN002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.51";;"172.17.20.68";"28/08/2024 00:00:00"
"FRSPRCEN003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.54";;"172.17.20.61";
"FRSPRCEN004";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.52";;"172.17.20.60";
"FRSPRCEN005";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.53";;"172.17.20.62";
"FRSPRCEN006";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.116";;"172.17.20.58";
"FRSPRCEN010";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.52";;"172.17.20.58";
"FRSPRCEN011";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.53";;"172.17.20.58";
"FRSPRCEN012";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.31.212.116";;"172.17.20.58";
"FRSPRCOR001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"CORTEX";;"Basse";"PROD";"RSO";"FRANCE/GENNEVILLIERS";"D?commissionn?";"Linux";"Ubuntu Linux (64-bit)";"03/08/2022 14:41:28";"172.31.211.250";;"frspresx014.stago.grp";
"FRSPRCEN013";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.20.52.166";;"172.17.20.58";
"FRSPRCEN014";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CENTREON";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 7 (64-bit)";"01/01/1970 01:00:00";"172.20.52.167";;"172.17.20.58";
"FRSPRCLN001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CLIENTNETWORK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"13/01/2021 17:25:55";"169.254.2.73";;"172.17.20.62";
"FRSPRCLN002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CLIENTNETWORK";;"Basse";"APPLI";"DIAS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"13/01/2021 17:25:04";"169.254.1.23";;"172.17.20.59";
"FRSPRDHC003";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"PROD";"RSO";"FRANCE/MARSEILLE";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 18:03:15";"172.20.131.250";;"frspresx016.stago.grp";
"FRSPRDHC004";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"PROD";"RSO";"FRANCE/CASTRIES";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 17:59:04";"172.20.134.250";;"frspresx010.stago.grp";
"FRSPRDHC005";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"PROD";"RSO";"FRANCE/LA FERTE SAINT AUBIN";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 17:46:57";"172.20.132.250";;"frspresx003.stago.grp";
"FRSPRCOR002";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"STAGO - ONPREM";"CORTEX";;"Basse";"SSI";"BRAY";"FRANCE/GENNEVILLIERS";"On";"Linux";"Ubuntu Linux (64-bit)";"13/01/2021 17:25:04";"172.31.215.147";;"frspresx014.stago.grp";
"FRSPRCOR003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"Cortex";;"Haute";"APPLI";"BRAY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"OVA";"05/02/2024 00:00:00";"172.20.215.39";;;
"FRSPRCSC001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CSC";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 8 (64-bit)";"14/01/2021 15:39:32";"172.31.91.68";;"172.17.20.58";
"FRSPRCSO001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"Conso +";;"Moyen";"APPLI";"PUJOLS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Windows Server 2022";"05/02/2024 00:00:00";"172.20.211.25";;;
"FRSPRDHC001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DHCP";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.31.215.15";;"172.17.20.65";
"FRSPRDPM001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DPM";;"Basse";"INFRA";"RAYMOND";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.213.183";;"172.17.20.67";
"FRSPRDHC002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DHCP";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"01/01/1970 01:00:00";"172.30.102.21";;"172.17.20.52";
"FRSPRDHC006";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER ARTEION";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"19/04/2022 17:47:51";"172.20.145.250";;"frspresx017.stago.grp";
"FRSPRDHC007";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"DHCP";;"Basse";"RSO";"ADE";"FRANCE/TAVERNY";"On";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"15/04/2022 18:08:34";"172.31.203.250";;"frtav98.stago.grp";
"FRSPRDIA001";"OVH - STAGO PROD";"VMWARE";"VMWARE";"OVH - STAGO PROD";"PDM";;"Basse";"APPLI";"ROBERT";"FRANCE/CASTRIES";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"13/04/2022 15:06:42";"172.20.53.86";;"Cluster OVH";
"FRSPRDNS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DNS";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"04/04/2022 16:14:38";"172.31.212.31";;"172.17.20.62";
"FRSPRDNS002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"AD - DNS";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"04/04/2022 16:13:25";"172.31.212.32";;"172.17.20.61";
"FRSPRELO001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ELOFICASH";;"Basse";"APPLI";"GROSOS";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.40";;"172.17.20.59";
"FRSPRECM001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/06/2023 00:00:00";"172.31.91.30";;"172.31.91.30";
"FRSPRECM002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/06/2023 00:00:00";"172.31.215.243";;"172.31.215.243";
"FRSPRECM003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/06/2023 00:00:00";"172.31.91.31";;"172.31.91.31";
"FRSPRECM004";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/06/2023 00:00:00";"172.31.91.32";;"172.31.91.32";
"FRSPRECM005";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/06/2023 00:00:00";"172.31.99.30";;"172.31.99.30";
"FRSPRECO001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ECOSPHERE";;"Moyen";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"24/07/2023 00:00:00";"172.31.215.205";;"Cluster OVH";
"FRSPRESX001";"PHYSICALSTAGO";"Poweredge R720";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ASNI?RES/ASNI?RES LODGE";"On";"VMWARE";"6.5";"01/01/1970 01:00:00";"172.20.50.19";"172.20.50.20";;"05/01/2020 00:00:00"
"FRSPRESX002";"PHYSICALSTAGO";"Poweredge R720";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ASNI?RES/ASNI?RES LODGE";"On";"VMWARE";"6.5";"01/01/1970 01:00:00";"172.20.50.21";"172.20.50.22";;"05/01/2020 00:00:00"
"FRSPRESX003";"PHYSICALSTAGO";"Poweredge R440";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/LA FERTE SAINT AUBIN";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.132.130";"172.20.132.131";;"17/03/2024 00:00:00"
"FRSPRESX006";"PHYSICALSTAGO";"Poweredge R640";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/TAVERNY/TAVERNY/Etage 01";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.103.247";"172.31.103.203";;"23/05/2024 00:00:00"
"FRSPRESX007";"PHYSICALSTAGO";"Poweredge R640";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/TAVERNY/TAVERNY/Etage 01";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.103.248";"172.31.103.207";;"23/05/2024 00:00:00"
"FRSPRESX010";"PHYSICALSTAGO";"Poweredge R440";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/CASTRIES";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.134.130";"172.20.134.131";;"03/09/2025 00:00:00"
"FRSPRESX011";"PHYSICALSTAGO";"Poweredge R440";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.50.9";"172.20.50.10";;"30/09/2025 00:00:00"
"FRSPRESX012";"PHYSICALSTAGO";"Poweredge R440";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.50.11";"172.20.50.12";;"30/09/2025 00:00:00"
"FRSPRESX013";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.50.17";;;"30/09/2025 00:00:00"
"FRSPRESX014";"PHYSICALSTAGO";"PowerEdge R630";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.50.13";"172.20.50.15";;"18/12/2022 00:00:00"
"FRSPRESX015";"PHYSICALSTAGO";"PowerEdge R630";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.50.14";"172.20.50.16";;"18/12/2022 00:00:00"
"frsprfast001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FASTFIND";;"Basse";"PROD";"RETTER";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"06/04/2022 17:06:11";"172.31.215.189";"172.20.50.39";"172.17.20.59";"?"
"FRSPRESX016";"PHYSICALSTAGO";"Poweredge R440";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/MARSEILLE";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.131.130";"172.20.50.16";;"14/04/2026 00:00:00"
"FRSPRESX017";"PHYSICALSTAGO";"PowerEdge R350";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ANGERS";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.20.145.130";"172.20.145.131";;"13/11/2026 00:00:00"
"FRSPRESX018";"PHYSICALSTAGO";"Poweredge R640";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/TAVERNY/TAVERNY/Etage 01";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.203.247";"172.31.203.8";;"18/11/2026 00:00:00"
"FRSPRESX019";"PHYSICALSTAGO";"Poweredge R640";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/TAVERNY/TAVERNY/Etage 01";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.203.248";"172.31.203.9";;"18/11/2026 00:00:00"
"FRSPRESX020 ";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/TAVERNY";"On";"VMWARE";"7.0";"01/01/1970 01:00:00";"172.31.203.249";;;"18/11/2026 00:00:00"
"FRSPRESX021";"PHYSICALSTAGO";"PowerEdge R750xs";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs";"On";"VMWARE";"7.0";"27/04/2023 00:00:00";"172.20.50.38";"172.20.50.39";;"15/04/2028 00:00:00"
"FRSPRFIL001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"10/09/2022 00:00:00";"172.31.215.230";;"cluster ROUBAIX";"15/04/2028 00:00:00"
"FRSPRFIL101";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"30/11/2021 09:36:38";"172.31.136.239";;"172.17.20.61";
"FRSPRFRW001";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FW - PALOALTO";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux Managed";"CentOS 4/5 or later (64-bit)";"10/09/2022 00:00:00";"172.31.215.189";;"172.17.20.63";
"FRSPRFRW002";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FW - PALOALTO";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Linux Managed";"CentOS 4/5 or later (64-bit)";"30/11/2021 09:36:38";"172.31.215.230";;"172.17.20.63";
"FRSPRFRW003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FW - PALOALTO";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.213.101";;"172.17.20.63";
"FRSPRFRW004";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FW - PALOALTO";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.213.102";;"172.17.20.64";
"FRSPRFTP001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FTP";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"07/03/2022 11:42:47";"172.31.215.82";;"172.17.20.60";
"FRSPRGIT001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"GIT";;"Basse";"APPLI";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 10 (64-bit)";"01/01/1970 01:00:00";"172.31.129.12";;"172.17.20.50";
"FRSPRGTC001";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"GTC";;"Basse";"RSO";"ADE";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"05/04/2022 10:43:37";"172.20.211.15";;"frspresx014.stago.grp";
"FRSPRGTC002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"GTC";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"14/02/2023 00:00:00";"172.31.215.235";;"Cluster ROUBAIX";
"FRSPRHDP001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BDST";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Linux";"CentOS 7.5";"30/12/1899 00:00:00";"172.31.130.11";;;
"FRSPRHDP002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BDST";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Linux";"CentOS 7.5";"30/12/1899 00:00:00";"172.31.130.12";;;
"FRSPRHDP003";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BDST";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Linux";"CentOS 7.5";"30/12/1899 00:00:00";"172.31.130.13";;;
"FRSPRHDP004";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BDST";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2016 (64-bit)";"30/12/1899 00:00:00";"172.31.130.10";;;
"FRSPRIAM001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ACE";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.103";;"172.17.20.59";
"FRSPRIDP001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OKTA";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.20.220.26";;"172.17.20.59";
"FRSPRIDP002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OKTA";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.20.220.27";;"172.17.20.57";
"FRSPRINV001";"CI/SERVEUR_VIRTUEL";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ORDONNANCEUR";;"Basse";"INFRA";"DESOUSA";"FRANCE/DATACENTER OVH/FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.103";;"172.31.215.185";
"FRSPRITQ001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"INTRAQUALDYNAMIC";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.41";;"172.17.20.64";
"FRSPRLTN001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DOMINO";;"Basse";;;"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2019 (64-bit)";"26/04/2021 11:51:32";"172.31.215.149";;"172.17.20.62";
"FRSPRK8S001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"KUBERNETES";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.129.20";;"172.17.20.50";
"FRSPRK8S002";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"KUBERNETES";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"07/10/2021 10:18:33";"?";;"172.17.20.61";
"FRSPRLAB001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DATALAB";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Debian GNU/Linux 8 (64-bit)";"25/11/2021 22:07:54";"172.31.215.184";;"172.17.20.54";
"FRSPRLGS001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LGS";;"Basse";"R&D";"CAPRON";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.215.126";;"172.17.20.54";
"FRSPRLIC001";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LICENCES";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2022";"29/06/2022 12:00:22";"172.31.215.212";;"172.17.20.58";
